Unique Word,Classification
ताकी,incorrect spelling
समझाना,incorrect spelling
घूमने,incorrect spelling
जहर,incorrect spelling
प्रिय,incorrect spelling
पॉलिथीन,incorrect spelling
दुकानदार,incorrect spelling
चुनौतियां,incorrect spelling
बोर्ड,incorrect spelling
कचौडी,incorrect spelling
समुदाए,incorrect spelling
जीअ,incorrect spelling
वैल,incorrect spelling
दोहा,incorrect spelling
छेड़,incorrect spelling
टीम,incorrect spelling
छठे,incorrect spelling
गारी,incorrect spelling
निशुल्क,incorrect spelling
लॉर्ड,incorrect spelling
व्यस्त,incorrect spelling
सवाक्षी,incorrect spelling
कुछ,correct spelling
कुर्ता,incorrect spelling
द,incorrect spelling
करकर,incorrect spelling
खोजा,incorrect spelling
अब्दूल,incorrect spelling
कागज,incorrect spelling
कोम्पीटीशन,incorrect spelling
टॉ,incorrect spelling
रसम,incorrect spelling
माहूल,incorrect spelling
जानबूझकर,incorrect spelling
समझाया,incorrect spelling
चक्कर,incorrect spelling
नार्मल,incorrect spelling
एक्सपीरियंस,incorrect spelling
एजुकेशन,incorrect spelling
बारबार,incorrect spelling
वोह,incorrect spelling
ज्या,incorrect spelling
घाटा,incorrect spelling
कई,incorrect spelling
आएस,incorrect spelling
इंवेस्ट,incorrect spelling
बड़ीबड़ी,incorrect spelling
धोती,incorrect spelling
मेडिकल,incorrect spelling
हाहाहाआपको,incorrect spelling
सर्वेश्वर,incorrect spelling
पेड,incorrect spelling
फ़टाखे,incorrect spelling
मिलने,incorrect spelling
दी,incorrect spelling
धंधा,incorrect spelling
चीजों,incorrect spelling
हज़ार,incorrect spelling
काउंसलर,incorrect spelling
यह,incorrect spelling
व्याख्या,incorrect spelling
मैक्सिमम,incorrect spelling
पाएगे,incorrect spelling
किलियर,incorrect spelling
फ्रेम्स,incorrect spelling
नागरिक,incorrect spelling
आँठ,incorrect spelling
टाईमिंग,incorrect spelling
निर्देशक,incorrect spelling
जाओ,incorrect spelling
खंडर,incorrect spelling
मतलमतलब,incorrect spelling
मैंमा,incorrect spelling
लाइने,incorrect spelling
कच्छा,incorrect spelling
इक,incorrect spelling
पैतालीस,incorrect spelling
डबल,incorrect spelling
फ्लावर्स,incorrect spelling
मूल्य,incorrect spelling
घूमना,incorrect spelling
गेम्स,incorrect spelling
रखोगे,incorrect spelling
सुभा,incorrect spelling
डेबे,incorrect spelling
प्लास्टिक,incorrect spelling
आवाज़,incorrect spelling
दिखा,incorrect spelling
व,incorrect spelling
उधर,correct spelling
दिवस,incorrect spelling
डेली,incorrect spelling
अस्सी,incorrect spelling
उसपर,incorrect spelling
बोलते,incorrect spelling
थी,incorrect spelling
कनेक्टिव,incorrect spelling
सीढ़ी,incorrect spelling
फेविकोल,incorrect spelling
सिखाऊंगी,incorrect spelling
हारना,incorrect spelling
कैरियर,incorrect spelling
वाईफाई,incorrect spelling
निरस्त्र,incorrect spelling
रेम,incorrect spelling
स्वाद,incorrect spelling
बेचते,incorrect spelling
दुस्तों,incorrect spelling
खतरे,incorrect spelling
कैम्पस,incorrect spelling
धन्यवा,incorrect spelling
र,incorrect spelling
मुक्का,incorrect spelling
इंटरन,incorrect spelling
भर्ती,incorrect spelling
जरिए,incorrect spelling
लॉन,incorrect spelling
बुक,incorrect spelling
दिखते,incorrect spelling
गयी,incorrect spelling
चीप,incorrect spelling
इंसिडेंट,incorrect spelling
लैपटॉप,correct spelling
इमैजिन,incorrect spelling
देखेंगे,incorrect spelling
टूल्स,incorrect spelling
स्क्रीनशॉट,incorrect spelling
भूखे,incorrect spelling
रखते,incorrect spelling
पॉइंट,incorrect spelling
घूमता,incorrect spelling
वुडन,incorrect spelling
स्क्रीन,incorrect spelling
प्रेणा,incorrect spelling
डालता,incorrect spelling
मोहल्ले,incorrect spelling
उतारने,incorrect spelling
बरत,incorrect spelling
शेड्यू्ल्,incorrect spelling
खिलने,incorrect spelling
लंच,incorrect spelling
नोवल,incorrect spelling
सलाम,incorrect spelling
फिल्ड,incorrect spelling
एहम,incorrect spelling
खाता,incorrect spelling
डिस्टर्बिंग,incorrect spelling
होउसेस,incorrect spelling
मांगी,incorrect spelling
आखिरी,incorrect spelling
सब,incorrect spelling
बनाए,incorrect spelling
लेकर,incorrect spelling
कोड,incorrect spelling
शेफटी,incorrect spelling
पाकिस्तान,incorrect spelling
भोले,incorrect spelling
बांट,incorrect spelling
घबराना,incorrect spelling
समभाल,incorrect spelling
प्रेयर,incorrect spelling
ब्लेम,incorrect spelling
चले,incorrect spelling
जिनके,incorrect spelling
आक्शन,incorrect spelling
चलूँगी,incorrect spelling
एक्सपर्ट,incorrect spelling
पत,incorrect spelling
डिज़ायनिंग,incorrect spelling
भई,incorrect spelling
मौका,incorrect spelling
टाइप,incorrect spelling
टू,incorrect spelling
बाढ़,incorrect spelling
साहित्य,incorrect spelling
ताज,incorrect spelling
केदारनाथ,incorrect spelling
सिखते,incorrect spelling
शरीरिक,incorrect spelling
ग्रेजुएट,incorrect spelling
फौज,incorrect spelling
प्रॉपर,incorrect spelling
बहुती,incorrect spelling
फैनफेस्ट,incorrect spelling
रोशनी,incorrect spelling
जिससे,incorrect spelling
प्रयोग,incorrect spelling
भुनाना,incorrect spelling
भयानक,incorrect spelling
आपका,incorrect spelling
दुःखद,incorrect spelling
पेपर,incorrect spelling
खिलाना,incorrect spelling
एच_एम,incorrect spelling
थोट,incorrect spelling
करोगे,incorrect spelling
बॉर्न,incorrect spelling
मेडम,incorrect spelling
आन,incorrect spelling
सलत,incorrect spelling
ज़ब,incorrect spelling
एटेंडेंस,incorrect spelling
हाओ,incorrect spelling
चिपका,incorrect spelling
मज़ाक,incorrect spelling
दुसरा,incorrect spelling
साथ,incorrect spelling
मालिक,incorrect spelling
पोस्ट,incorrect spelling
शारदा,incorrect spelling
रहो,incorrect spelling
विकसित,incorrect spelling
बलवा,incorrect spelling
खेत,incorrect spelling
सब्जी,incorrect spelling
बिरोक्रेट,incorrect spelling
रिलेटिव्स,incorrect spelling
पीट,incorrect spelling
इनहांस,incorrect spelling
रहतो,incorrect spelling
माहौल,incorrect spelling
पका,incorrect spelling
स्वाभिमानी,incorrect spelling
प्यारा,incorrect spelling
एज,incorrect spelling
छूटते,incorrect spelling
मस्तीक़,incorrect spelling
बुझ,incorrect spelling
जिनकी,incorrect spelling
शोक,incorrect spelling
बगैरा,incorrect spelling
साफसाफ,incorrect spelling
छोड़,incorrect spelling
तरसते,incorrect spelling
बेली,incorrect spelling
भरी,incorrect spelling
अनमैरिज्ड,incorrect spelling
सर्चिंग,incorrect spelling
बीकोस,incorrect spelling
वना,incorrect spelling
दोना,incorrect spelling
माताएं,incorrect spelling
मेको,incorrect spelling
साइंटिस्ट,incorrect spelling
औजार,incorrect spelling
टोटी,incorrect spelling
पसंद,incorrect spelling
स्कूलिंग,incorrect spelling
सांस्कृतिक,incorrect spelling
जाड़ों,incorrect spelling
याह,incorrect spelling
फोर्टी,incorrect spelling
मचा,incorrect spelling
स्टैंड,incorrect spelling
जिसको,incorrect spelling
बारिश,incorrect spelling
जायेगी,incorrect spelling
समझती,incorrect spelling
रेशियों,incorrect spelling
पुरी,incorrect spelling
एग्जाम्पल,incorrect spelling
वुमन,incorrect spelling
आत्मा,incorrect spelling
छिपाई,incorrect spelling
पीड़्यू,incorrect spelling
